contrast,parcel,t_stat,p_value,native_mean,native_sd,native_se,native_ci_lower,native_ci_upper,l2_mean,l2_sd,l2_se,l2_ci_lower,l2_ci_upper,n_native,n_l2,p_fdr,significant_fdr
real_vs_rest,134,2.5309377240174777,0.01729743489171111,-0.04142487857404024,0.5220415459244875,0.1347905475595943,-0.33052185063700973,0.24767209348892924,-0.5386552260692524,0.5535575906211729,0.1429279553095004,-0.8452052019483797,-0.23210525019012518,15,15,0.14543034289939358,False
real_vs_rest,169,-2.5640192821019014,0.01777481968770366,-1.3121325026965167,1.01600423010874,0.26233116419249586,-1.8747768914825615,-0.7494881139104719,0.08087337772214004,1.842605432087789,0.47575867680715517,-0.9395274989552354,1.1012742543995153,15,15,0.14543034289939358,False
real_vs_rest,43,-2.45552656156732,0.02059513985303471,-1.5152381575298,1.1277577934188796,0.291185810164463,-2.139769606881101,-0.890706708178499,-0.45388086886011725,1.2371461446915255,0.3194297610143326,-1.1389895680084234,0.23122783028818883,15,15,0.15616753536525993,False
real_vs_rest,175,-2.492423778345557,0.020822338048701323,5.961512003809844,0.752290904065192,0.19424067619652066,5.544907187251393,6.3781168203682945,6.969043926524702,1.3730191065432846,0.35451200891111523,6.208691289105144,7.729396563944261,15,15,0.15616753536525993,False
real_vs_rest,109,-2.4126976613088607,0.022956215415033777,-1.649973429573025,1.2304786840508162,0.3177082300794686,-2.3313898120893963,-0.968557047056654,-0.6654736516765499,0.9917089395185229,0.25605814713601716,-1.214663756986778,-0.11628354636632199,15,15,0.1652847509882432,False
real_vs_rest,161,2.3604715906897917,0.025628368703999302,0.2030210743916871,0.9745170176798316,0.2516192120046471,-0.3366484619402477,0.742690610723622,-0.7098785091451678,1.137491575130499,0.29369906179544436,-1.3398003471379853,-0.07995667115235028,15,15,0.16722987301187736,False
real_vs_rest,65,2.3561005951300045,0.025708727813665285,0.3977268491878236,1.167263159211674,0.30138605175121796,-0.24868194253229509,1.0441356409079423,-0.6235838816294699,1.206650525795249,0.31155582607316146,-1.2918046699344212,0.04463690667548148,15,15,0.16722987301187736,False
real_vs_rest,176,2.349354599128024,0.02626666796146277,0.7548114338349425,1.0986899460743018,0.28368052425275303,0.14637722179609414,1.363245645873791,-0.1233645135196814,0.9427172942941183,0.24340855873218908,-0.6454239500137394,0.39869492297437664,15,15,0.16722987301187736,False
real_vs_rest,178,-2.335702953955484,0.026942590651913578,0.6386651978339525,1.0325900158060117,0.2666135956451158,0.06683590707640796,1.210494488591497,1.487115982435817,0.9555351871614332,0.24671812443942784,0.9579582334700841,2.01627373140155,15,15,0.16722987301187736,False
real_vs_rest,73,-2.2673004245923805,0.032108528343788426,-0.5159362636495956,0.8558219932489718,0.22097228847808692,-0.9898746863761291,-0.041997840923062024,0.3408975198412105,1.1873498376385199,0.3065724098197378,-0.31663490362304464,0.9984299433054655,15,15,0.19265117006273055,False
real_vs_rest,133,-2.2175296944484977,0.03637760251794412,-0.3414916490496687,0.7718992600304454,0.19930353193651623,-0.7689552112021096,0.08597191310277219,0.1833644895016621,0.49443782623578053,0.1276632977830783,-0.09044605211917076,0.4571750311224949,15,15,0.21122478881386908,False
real_vs_rest,27,2.1541423984758232,0.04004961292216689,-0.70275313353113,1.2161306727040542,0.31400358947965495,-1.3762238522055008,-0.029282414856759087,-1.7036774457773936,1.3264741871861945,0.3424941624097434,-2.4382543660033695,-0.9691005255514176,15,15,0.22527907268718875,False
real_vs_rest,10,-2.114001504408941,0.04355732266202721,-1.6827215671735343,1.0528191490199137,0.27183673538149267,-2.2657533785067945,-1.099689755840274,-0.8606901549447045,1.0768692176292287,0.2780464363947609,-1.4570404503471721,-0.26433985954223693,15,15,0.23758539633833028,False
real_vs_rest,155,2.0852266930062746,0.046700599780945797,-0.12261102795462518,1.3113078576546557,0.3385782329631605,-0.8487891148327448,0.6035670589234944,-1.0301844845368031,1.0592335678566793,0.27349293120351886,-1.6167684826217301,-0.4436004864518761,15,15,0.24723846942853658,False
real_vs_rest,131,2.045174630987927,0.05261928163437051,0.5353815188465028,0.709388103525308,0.1831632207300787,0.1425354813084796,0.9282275563845259,0.10069268759141825,0.4176007793904201,0.10782405759615564,-0.13056691577809892,0.3319522909609354,15,15,0.26381451872029765,False
real_vs_rest,22,-2.015516923597573,0.053775796881422894,-1.8535079482773043,2.0250961191337846,0.5228775695916279,-2.974968798948243,-0.7320470976063655,-0.4666816253989,1.732249644924293,0.44726493508436654,-1.4259695041402702,0.4926062533424701,15,15,0.26381451872029765,False
real_vs_rest,37,2.0077377012376285,0.054786661684414935,-0.052396845463264945,1.5151628954363068,0.39121337738774836,-0.8914660894198716,0.7866723984933417,-1.0682526415252527,1.2427275221679608,0.320870866482008,-1.7564522044965145,-0.38005307855399084,15,15,0.26381451872029765,False
real_vs_rest,70,1.9995892023756978,0.05580973399915817,0.5511642881194254,0.982412465151578,0.25365780777590907,0.007122398715242451,1.0952061775236084,-0.2607385327761011,1.2279371915481063,0.31705201953696815,-0.9407474836564458,0.41927041810424365,15,15,0.26381451872029765,False
real_vs_rest,72,1.9628969996752448,0.059724024915347645,0.250073142658602,1.0018681558169873,0.25868124550498195,-0.3047429491144806,0.8048892344316845,-0.4977746571597083,1.0833200270418424,0.2797120282230683,-1.0976972917430343,0.10214797742361764,15,15,0.26381451872029765,False
real_vs_rest,61,1.9682933778784608,0.05981637243409338,-0.08027820714658031,1.134496050362186,0.2929256206260558,-0.7085411788154057,0.5479847645222451,-1.043339159314469,1.51787668754043,0.3919140754960376,-1.8839112512459835,-0.20276706738295436,15,15,0.26381451872029765,False
real_vs_rest,9,1.9538457551990132,0.06127351372598553,0.7497483378573383,1.2037239888002045,0.310800197470237,0.08314821172094922,1.4163484639937274,-0.027292848028143548,0.9609932023669009,0.24812737790570275,-0.5594731450682451,0.5048874490119579,15,15,0.26381451872029765,False
real_vs_rest,92,-1.9486474463663777,0.061556721034736125,-0.4093282848622362,0.8891653122517552,0.22958149642509104,-0.9017316221870204,0.08307505246254793,0.2631328224693535,0.9978497920397896,0.2576437084391093,-0.289457973616624,0.8157236185553309,15,15,0.26381451872029765,False
real_vs_rest,15,-1.9348025649713498,0.06510334527677891,-1.5028685560963277,1.0408649929937839,0.26875018556768165,-2.079280376477331,-0.9264567357153246,-0.8886656878986327,0.6543826018677639,0.16896086127211518,-1.251050693934192,-0.5262806818630732,15,15,0.27252563139116753,False
real_vs_rest,78,-1.9051821148860941,0.0671861225724902,-1.691839247100303,1.238709867976685,0.3198335126304326,-2.3778139073400455,-1.0058645868605605,-0.7814444366810511,1.375039567888314,0.35503368978717886,-1.5429159682989315,-0.01997290506317073,15,15,0.2748523196147326,False
real_vs_rest,68,1.8853141299652876,0.07028652775655826,-0.0289743457357902,1.047905614815264,0.2705680663051174,-0.6092851325226677,0.5513364410510874,-0.8430233407890273,1.3032492956267354,0.33649752119459286,-1.5647387447645291,-0.12130793681352547,15,15,0.28114611102623305,False
real_vs_rest,143,1.8208073673846403,0.07945741200888387,-0.27291920377785417,1.5802576428003712,0.40802076888552175,-1.1480367172775081,0.6021983097217998,-1.3833542849648472,1.7554768460714516,0.45326217263249685,-2.355504958963728,-0.41120361096596647,15,15,0.2939826918476669,False
real_vs_rest,125,-1.8399088935679622,0.07985109986301342,5.570239931773917,0.9644744896839414,0.24902624242585347,5.036131762076755,6.1043481014710785,6.556535728973996,1.8385166384657992,0.4747029548335521,5.538399150731747,7.574672307216245,15,15,0.2939826918476669,False
real_vs_rest,127,1.818930738181676,0.08014457013982738,-0.42040636209214904,1.2542919596318705,0.32385679139574,-1.1150100970695054,0.27419737288520724,-1.1751675691461316,1.0047268976782864,0.2594193694796431,-1.7315667793941003,-0.6187683588981628,15,15,0.2939826918476669,False
real_vs_rest,30,1.8059418612825082,0.08169175494287188,0.13893566792396425,1.0362604827471658,0.2675613061341754,-0.43492625967451537,0.7127975955224439,-0.5392971603398121,1.0206870893043336,0.2635402732376404,-1.1045348301101239,0.025940509430499636,15,15,0.2939826918476669,False
real_vs_rest,141,1.8010137951123109,0.08257953974237994,-0.35916060481999995,2.0266630382209643,0.5232821463602614,-1.4814891863585444,0.7631679767185444,-1.6325936962395464,1.8416682853102733,0.4755167065496705,-2.6524755983297963,-0.6127117941492963,15,15,0.2939826918476669,False
real_vs_rest,35,1.7967835729445902,0.08329509602350563,0.0033611880313255365,1.1157485273475218,0.2880850309981602,-0.6145197514419163,0.6212421275045674,-0.7722343757117627,1.2450026058443047,0.3214582905613219,-1.4616938380284994,-0.08277491339502596,15,15,0.2939826918476669,False
real_vs_rest,71,1.7835932547899696,0.0855135539151272,0.17036319690816273,1.152860432127824,0.29766728360883654,-0.4680696304047234,0.8087960242210488,-0.6340624542907718,1.3122950049167574,0.3388331132902521,-1.3607872051014498,0.0926622965199061,15,15,0.29474640600449825,False
real_vs_rest,21,-1.7749339931839752,0.08678644176799115,-1.4173887689743225,1.9255825235528696,0.4971832696978877,-2.483740827277799,-0.35103671067084585,-0.15705742900429528,1.9634588200857424,0.5069628874104096,-1.2443846811905142,0.9302698231819236,15,15,0.29474640600449825,False
real_vs_rest,38,1.7110071419675508,0.09813844571454143,-0.9676074256082606,1.2767810889248976,0.32966345961057997,-1.6746652252739611,-0.26054962594256015,-1.7652814549290339,1.2767094752394943,0.32964496903651813,-2.472299596257635,-1.0582633136004331,15,15,0.32167381304446024,False
real_vs_rest,88,1.7151547799589937,0.09828922065247397,0.5160690762504664,1.0985931357165437,0.2836555279258639,-0.09231152399922338,1.1244496765001561,-0.08982945020559105,0.8154757857441954,0.2105549424948451,-0.5414248879438336,0.36176598753265143,15,15,0.32167381304446024,False
real_vs_rest,107,-1.701085843735062,0.10139534971082144,3.9980326397150687,1.1172692793874455,0.2884776874864492,3.37930953583282,4.616755743597317,4.861669478422965,1.618041691622473,0.417776568341541,3.9656278561200455,5.757711100725885,15,15,0.32591362407049745,False
real_vs_rest,53,1.5737484145398097,0.12816619402979038,0.6866984309745839,1.1360564608196344,0.29332851687371886,0.05757133279715876,1.3158255291520091,0.12538658093772279,0.7858743342861636,0.20291188059347678,-0.30981611937953324,0.5605892812549788,15,15,0.3984519283282191,False
real_vs_rest,122,1.5712289495365297,0.12839006579464837,0.04769256974154287,0.7883240828673215,0.20354440295729145,-0.38886675612143307,0.48425189560451887,-0.3484612954519817,0.5762705625991174,0.148792419457064,-0.6675892959665746,-0.029333294937388787,15,15,0.3984519283282191,False
real_vs_rest,165,1.5238894741646134,0.13878990197763108,0.606195261141791,1.2195301428820169,0.31488132890533355,-0.06915802136823601,1.2815485436518181,-0.09299495260198302,1.2924690707747502,0.3337140791065855,-0.8087404670405366,0.6227505618365706,15,15,0.4204257575160118,False
real_vs_rest,58,-1.5108003099591143,0.1420484099674853,-1.4289355412823606,0.9358062004499037,0.24162412197467445,-1.94716774157347,-0.910703340991251,-0.9179089719236376,0.9167615326547123,0.2367068098943525,-1.4255945867245352,-0.41022335712274005,15,15,0.4204257575160118,False
real_vs_rest,120,1.519887311267508,0.14247761782487067,0.2536336211125627,1.3179831610145043,0.3403017888793989,-0.47624112555058695,0.9835083677757124,-0.34454411018516473,0.765732994262093,0.1977114089612417,-0.7685929081747087,0.0795046878043793,15,15,0.4204257575160118,False
real_vs_rest,179,-1.467535166535324,0.15338255844150758,-1.3216731083431792,0.915171355458223,0.23629622790771773,-1.8284781123648437,-0.8148681043215147,-0.8377486553082131,0.8907969605031455,0.2300027861920579,-1.3310555693169437,-0.3444417412994824,15,15,0.4453042019269575,False
real_vs_rest,139,-1.4529287800333601,0.15773728154077526,1.166983328517255,1.1881693390556534,0.30678400417578794,0.5089970802949051,1.824969576739605,1.865288955424442,1.4328912836111032,0.3699709385567714,1.071780211491423,2.658797699357461,15,15,0.45067794725935795,False
real_vs_rest,45,1.4385184569785692,0.16141440157076437,-0.21990229146849063,1.480615378393218,0.38229324684370175,-1.0398397581797372,0.600035175242756,-0.9745032499834514,1.3911700767272177,0.3591985692604406,-1.7449075596523658,-0.20409894031453713,15,15,0.45397800441777475,False
real_vs_rest,108,-1.424763423989182,0.16538766436565772,-1.802308660044739,1.2153811493041937,0.31381006336997147,-2.4753643064952966,-1.1292530135941818,-1.1995478529558143,1.098885169703204,0.283730930776988,-1.8080901762368262,-0.5910055296748025,15,15,0.4579966090125906,False
real_vs_rest,39,1.3728504689732617,0.18151657663644527,0.6748152039445241,1.3965561796258121,0.3605892550489216,-0.09857183009060067,1.4482022379796489,0.05503793938981151,1.0520342436612309,0.2716340736893242,-0.5275592058439348,0.6376350846235578,15,15,0.48436587698357664,False
real_vs_rest,55,1.369202547471569,0.18183649542424088,-0.1355637771286137,1.2185832588314534,0.3146368444947587,-0.8103926927294363,0.5392651384722089,-0.7330693554825094,1.1711496171272193,0.3023895308700609,-1.3816303958583258,-0.08450831510669299,15,15,0.48436587698357664,False
real_vs_rest,126,1.3668594615577498,0.18298266463824006,-0.09811290303328829,1.3180121287472546,0.3403092683158335,-0.828003691492136,0.6317778854255596,-0.6982111216707421,1.0742956217500472,0.27738193679609835,-1.2931362071798715,-0.1032860361616127,15,15,0.48436587698357664,False
real_vs_rest,42,1.2688790292921623,0.21498811820695535,0.35652900360595907,1.5269484238648525,0.39425638774308247,-0.48906684845196424,1.2021248556638824,-0.3261566796050116,1.4179049375434514,0.36610148064073694,-1.1113662617102618,0.45905290250023856,15,15,0.5608385692355357,False
real_vs_rest,87,1.2526172518780128,0.2207153954906568,0.14283276009810245,1.3526742100762679,0.34925897923131055,-0.6062532491929732,0.891918769389178,-0.48529784631398404,1.393600480620689,0.359826096847372,-1.25704806879765,0.28645237616968183,15,15,0.5675538741188317,False
real_vs_rest,151,1.231012047885093,0.22885088532020828,0.19737749789864745,0.9841318220338,0.25410174381397793,-0.3476165396102726,0.7423715354075675,-0.28809605081386574,1.1680725773586642,0.30159504261811204,-0.9349530833631952,0.3587609817354637,15,15,0.5801853430653168,False
