contrast,parcel,f_stat,p_value,native_mean,native_sd,native_se,native_ci_lower,native_ci_upper,l2_high_mean,l2_high_sd,l2_high_se,l2_high_ci_lower,l2_high_ci_upper,l2_low_mean,l2_low_sd,l2_low_se,l2_low_ci_lower,l2_low_ci_upper,n_native,n_l2_high,n_l2_low,p_fdr,significant_fdr
real_vs_rest,70,2.1599469318532214,0.13484567256836838,0.5511642881194254,0.982412465151578,0.25365780777590907,0.007122398715242451,1.0952061775236084,-0.4337747627664338,1.1246656128203545,0.39762934069629835,-1.3740187449217505,0.5064692193888828,-0.06298284135857797,1.3989414912273452,0.528750183502486,-1.3567879316658933,1.2308222489487373,15,8,7,0.4123793244670912,False
real_vs_rest,131,2.157171016303638,0.13516877857532433,0.5353815188465028,0.709388103525308,0.1831632207300787,0.1425354813084796,0.9282275563845259,0.030225480050279814,0.31542757216880046,0.11152048762688395,-0.23347856954170298,0.2939295296422626,0.181226639067005,0.5259719321065859,0.19879870413631076,-0.30521626607639807,0.667669544210408,15,8,7,0.4123793244670912,False
real_vs_rest,48,2.123753696799591,0.13912436432466632,-1.8572889232409524,1.2213308484533918,0.31534626908462404,-2.5336394032581997,-1.1809384432237051,-0.7972704609787471,1.4094647891987195,0.49832105514304115,-1.9756125130492872,0.381071591091793,-2.1044003369330135,1.6027840563430944,0.6057954312033093,-3.5867283569138735,-0.6220723169521536,15,8,7,0.417373092973999,False
real_vs_rest,141,2.0188882109301316,0.15236587524936665,-0.35916060481999995,2.0266630382209643,0.5232821463602614,-1.4814891863585444,0.7631679767185444,-1.20885759279236,1.373701046501685,0.4856766626521991,-2.3573004077323976,-0.06041477785232252,-2.1168635287506166,2.2802400418175948,0.8618497257401254,-4.225733836570178,-0.007993220931054257,15,8,7,0.4280308404551001,False
real_vs_rest,72,2.008433332512799,0.15375840108396097,0.250073142658602,1.0018681558169873,0.25868124550498195,-0.3047429491144806,0.8048892344316845,-0.36630239081276483,0.7845045641983511,0.2773642486082256,-1.0221646195965852,0.28955983797105556,-0.6480286758419295,1.4039056538614283,0.5306264606164093,-1.9464248508553355,0.6503674991714766,15,8,7,0.4280308404551001,False
real_vs_rest,55,1.9941202127864364,0.15568703185301586,-0.1355637771286137,1.2185832588314534,0.3146368444947587,-0.8103926927294363,0.5392651384722089,-0.3279156644511515,1.0406034900237058,0.3679088921610751,-1.1978819532318639,0.542050624329561,-1.1961021452326328,1.2116310589502552,0.45795349467774515,-2.316673978632866,-0.07553031183239933,15,8,7,0.4280308404551001,False
real_vs_rest,22,1.9777512026808615,0.15792458598937772,-1.8535079482773043,2.0250961191337846,0.5228775695916279,-2.974968798948243,-0.7320470976063655,-0.3819978562423866,2.0345539342896815,0.7193234418130016,-2.082927511492601,1.3189317990078275,-0.5634630758634868,1.4669036779263307,0.5544374755827227,-1.9201227055857557,0.7931965538587821,15,8,7,0.4280308404551001,False
real_vs_rest,117,1.9645502347540267,0.1597542461570436,-1.3617947608052043,1.2363209524877143,0.31921669730348057,-2.0464464837427965,-0.6771430378676121,-0.2899318366095932,0.9856695820282521,0.3484868227307435,-1.1139722289992249,0.5341085557800384,-1.3347282948013466,1.7029426470181053,0.6436518201451366,-2.9096875615255176,0.2402309719228244,15,8,7,0.4280308404551001,False
real_vs_rest,114,1.959387982266358,0.16047591793268245,-1.4294649098869845,1.4668321691740778,0.37873443752616687,-2.2417694897491445,-0.6171603300248246,-0.9357212301720945,0.8570430604344679,0.30301047990104213,-1.6522271594328666,-0.21921530091132246,-2.2119049955483887,1.0927119911004617,0.41300631186714937,-3.2224950346537957,-1.201314956442982,15,8,7,0.4280308404551001,False
real_vs_rest,35,1.9459989613846351,0.16236404302348792,0.0033611880313255365,1.1157485273475218,0.2880850309981602,-0.6145197514419163,0.6212421275045674,-1.012126768754929,1.0186020481733056,0.36013020779692534,-1.8636993918426872,-0.16055414566717052,-0.4980716408052868,1.4972778963632605,0.5659178510473041,-1.8828227373074338,0.8866794556968602,15,8,7,0.4280308404551001,False
real_vs_rest,100,1.9388878223871342,0.1633765485730276,2.2841263128411513,1.3171482864682413,0.34008622519847564,1.5547139042912443,3.0135387213910585,3.160484621619507,1.0235286717368282,0.36187203226198544,2.30479323815965,4.016176005079364,2.081070504340428,0.9930023964818393,0.3753196274831581,1.16269645988457,2.999444548796286,15,8,7,0.4280308404551001,False
real_vs_rest,151,1.9339856065696506,0.16407848884112172,0.19737749789864745,0.9841318220338,0.25410174381397793,-0.3476165396102726,0.7423715354075675,-0.6735108594131868,0.7065261674255503,0.2497947220361743,-1.264181517059803,-0.08284020176657059,0.15237801615678673,1.4753969321093583,0.5576476239241441,-1.2121365635860397,1.5168925958996131,15,8,7,0.4280308404551001,False
real_vs_rest,61,1.8968558762286851,0.16950139368408457,-0.08027820714658031,1.134496050362186,0.2929256206260558,-0.7085411788154057,0.5479847645222451,-1.117594376725415,1.7506772785156277,0.6189578876538052,-2.5811972085862447,0.34600845513541456,-0.9584760537019592,1.3358315437811477,0.5048968654743439,-2.193914177437083,0.27696207003316475,15,8,7,0.4294965054041134,False
real_vs_rest,15,1.8748632347002088,0.1728040225543932,-1.5028685560963277,1.0408649929937839,0.26875018556768165,-2.079280376477331,-0.9264567357153246,-0.8137064083264566,0.6959516800217785,0.24605607616078493,-1.3955365732680098,-0.23187624338490342,-0.9743334359811199,0.6465636315840179,0.24437808227858546,-1.5723050616686733,-0.3763618102935664,15,8,7,0.4294965054041134,False
